net/minecraft/inventory/InventoryLargeChest	ra
net/minecraft/client/network/NetHandlerHandshakeMemory$SwitchEnumConnectionState	nb
net/minecraft/network/play/client/C00PacketKeepAlive	jc
net/minecraft/util/MessageSerializer2	fd
net/minecraft/command/server/CommandPardonPlayer	be
net/minecraft/world/gen/MapGenCaves	aqw
net/minecraft/block/BlockQuartz	amx
net/minecraft/item/crafting/RecipesFood	aez
net/minecraft/world/biome/BiomeEndDecorator	aiy
net/minecraft/client/resources/IResourceManagerReloadListener	bqz
net/minecraft/potion/PotionHealthBoost	rt
net/minecraft/server/management/PlayerProfileCache$2	nu
net/minecraft/network/login/INetHandlerLoginServer	jv
net/minecraft/network/play/server/S0EPacketSpawnObject	fw
net/minecraft/command/server/CommandTestForBlock	bx
net/minecraft/item/ItemBucket	abo
net/minecraft/enchantment/EnchantmentArrowFire	afn
net/minecraft/client/resources/SkinManager$3$1	brn
net/minecraft/world/gen/ChunkProviderHell	aqv
net/minecraft/world/gen/structure/StructureStrongholdPieces$RightTurn	auu
net/minecraft/world/storage/WorldInfo$1	ayt
net/minecraft/util/Timer	bbr
net/minecraft/client/gui/GuiEnchantment	bfq
net/minecraft/client/multiplayer/ServerList	bjp
net/minecraft/client/renderer/entity/Render	bno
net/minecraft/realms/RealmsLevelSummary	net/minecraft/realms/RealmsLevelSummary
net/minecraft/network/play/server/S22PacketMultiBlockChange	gk
net/minecraft/block/BlockSourceImpl	cl
net/minecraft/entity/ai/EntityAITargetNonTamed	vr
net/minecraft/potion/PotionAttackDamage	rs
net/minecraft/world/gen/feature/WorldGenClay	arj
net/minecraft/block/BlockSign	ank
net/minecraft/block/Block$3	ajl
net/minecraft/world/gen/structure/MapGenStructureIO	avi
net/minecraft/client/gui/GuiButtonLanguage	bcf
net/minecraft/client/gui/ServerSelectionList	bge
net/minecraft/entity/passive/EntityAnimal	wf
net/minecraft/entity/EntityList	sg
net/minecraft/server/management/PreYggdrasilConverter$ConversionError	oh
net/minecraft/network/status/client/C01PacketPing	ki
net/minecraft/network/play/server/S02PacketChat	gj
net/minecraft/creativetab/CreativeTabs$5	acb
net/minecraft/enchantment/EnchantmentHelper$ModifierLiving	aga
net/minecraft/client/resources/data/AnimationMetadataSection	bsa
net/minecraft/client/particle/EntityFireworkOverlayFX	bkc
net/minecraft/client/renderer/entity/RenderItem$3	bob
net/minecraft/entity/boss/EntityDragonPart	wy
net/minecraft/entity/EnumCreatureAttribute	sz
net/minecraft/world/gen/feature/WorldGenTrees	asq
net/minecraft/tileentity/TileEntity	aor
net/minecraft/block/BlockEnchantmentTable	aks
net/minecraft/item/ItemFishFood$FishType	acu
net/minecraft/world/ChunkPosition	agt
net/minecraft/client/audio/ISound	bst
net/minecraft/client/renderer/entity/RenderSnowMan	bou
net/minecraft/client/multiplayer/GuiConnecting	bcx
net/minecraft/client/main/Main$3	bgw
net/minecraft/client/particle/EntitySmokeFX	bkv
net/minecraft/entity/ai/attributes/ModifiableAttributeInstance	tn
net/minecraft/util/IJsonSerializable	po
net/minecraft/scoreboard/ServerScoreboard	lp
net/minecraft/network/play/server/S13PacketDestroyEntities	hq
net/minecraft/nbt/NBTTagLong	dr
net/minecraft/item/ItemBucketMilk	adi
net/minecraft/world/IWorldAccess	ahh
net/minecraft/client/audio/MusicTicker$MusicType	bth
net/minecraft/client/shader/ShaderManager	bpi
net/minecraft/world/gen/feature/WorldGenTallGrass	asp
net/minecraft/world/gen/NoiseGeneratorSimplex	awo
net/minecraft/client/model/ModelEnderman	bhk
net/minecraft/util/MovementInputFromOptions	blj
net/minecraft/network/play/server/S3CPacketUpdateScore	ie
net/minecraft/nbt/JsonToNBT$Primitive	ef
net/minecraft/command/server/CommandBanPlayer	ag
net/minecraft/entity/item/EntityMinecart	xl
net/minecraft/world/gen/structure/MapGenNetherBridge	atd
net/minecraft/tileentity/TileEntityEnderChest	ape
net/minecraft/block/BlockGlass	alf
net/minecraft/world/MinecraftException	ahg
net/minecraft/world/gen/layer/GenLayerAddMushroomIsland	axc
net/minecraft/scoreboard/Score$1	baa
net/minecraft/realms/DisconnectedOnlineScreen	net/minecraft/realms/DisconnectedOnlineScreen
net/minecraft/client/audio/MusicTicker	btg
net/minecraft/entity/ai/EntityAIMate	ua
net/minecraft/server/gui/MinecraftServerGui$4	mc
net/minecraft/network/play/server/S3EPacketTeams	id
net/minecraft/util/Facing	q
net/minecraft/world/gen/structure/StructureNetherBridgePieces$Start	atw
net/minecraft/world/chunk/Chunk	apx
net/minecraft/block/BlockMelon	aly
net/minecraft/world/biome/BiomeCache$Block	ahz
net/minecraft/world/gen/layer/GenLayerRiverMix	axv
net/minecraft/client/stream/Metadata	btz
net/minecraft/entity/monster/EntityZombie$GroupData	ys
net/minecraft/entity/ai/EntityAIMoveTowardsRestriction	ut
net/minecraft/util/Tuple	qu
net/minecraft/world/WorldServer$ServerBlockEventList	mv
net/minecraft/network/play/client/C11PacketEnchantItem	iw
net/minecraft/network/NetworkStatistics$Tracker	ex
net/minecraft/command/server/CommandListPlayers	ay
net/minecraft/world/chunk/storage/AnvilChunkLoader$PendingChunk	aql
net/minecraft/block/BlockOldLog	amm
net/minecraft/inventory/ContainerPlayer	aap
net/minecraft/world/biome/BiomeGenMutated	ain
net/minecraft/util/Direction	p
net/minecraft/client/stream/IStream$AuthFailureReason	bun
net/minecraft/client/resources/ResourceIndex	bqo
net/minecraft/client/Minecraft$12	bas
net/minecraft/client/gui/IProgressMeter	ber
net/minecraft/client/model/ModelDragon	biq
net/minecraft/client/renderer/tileentity/TileEntityMobSpawnerRenderer	bmp
net/minecraft/profiler/PlayerUsageSnooper	ri
net/minecraft/network/NetHandlerPlayServer$2	nj
net/minecraft/network/play/client/C0CPacketInput	jk
net/minecraft/event/HoverEvent	fl
net/minecraft/command/server/CommandSetBlock	bm
net/minecraft/item/ItemArmor$ArmorMaterial	abd
net/minecraft/item/crafting/RecipesMapExtending	afc
net/minecraft/block/BlockAnvil	ajb
net/minecraft/client/resources/ResourcePackRepository	brc
net/minecraft/world/gen/structure/StructureStrongholdPieces$1	auj
net/minecraft/world/storage/MapData	ayi
net/minecraft/util/MouseHelper	bbg
net/minecraft/client/gui/GuiScreenBook$NextPageButton	bff
net/minecraft/client/multiplayer/PlayerControllerMP	bje
net/minecraft/client/renderer/entity/RenderBlaze	bnd
net/minecraft/command/CommandToggleDownfall	ca
net/minecraft/entity/item/EntityFireworkRocket	zf
net/minecraft/entity/ai/EntityAIRunAroundLikeCrazy	vg
net/minecraft/inventory/InventoryBasic	rh
net/minecraft/block/BlockAir	aja
net/minecraft/client/gui/MapItemRenderer$Instance	bbz
net/minecraft/client/gui/inventory/GuiDispenser	bfy
net/minecraft/client/particle/EntityCritFX	bjx
net/minecraft/inventory/ContainerBeacon$BeaconSlot	zy
net/minecraft/village/Village	vz
net/minecraft/world/gen/feature/WorldGenGlowStone2	arr
net/minecraft/block/BlockStairs	ans
net/minecraft/creativetab/CreativeTabs$10	abv
net/minecraft/enchantment/EnumEnchantmentType	afu
net/minecraft/block/BlockCactus	ajt
net/minecraft/world/gen/structure/StructureVillagePieces$House1	avq
net/minecraft/world/storage/IPlayerFileData	azp
net/minecraft/client/resources/data/IMetadataSection	bru
net/minecraft/client/particle/EntityCrit2FX	bjw
net/minecraft/client/renderer/entity/RenderHorse	bnv
net/minecraft/entity/passive/EntityOcelot	wn
net/minecraft/server/management/UserListBans	op
net/minecraft/init/Bootstrap$13	kq
net/minecraft/network/play/server/S3FPacketCustomPayload	gr
net/minecraft/util/IObjectIntIterable	cs
net/minecraft/world/gen/feature/WorldGenTaiga1	asf
net/minecraft/block/BlockTripWireHook	aog
net/minecraft/block/BlockDeadBush	akh
net/minecraft/item/ItemDye	acj
net/minecraft/enchantment/EnchantmentProtection	agi
net/minecraft/client/resources/data/TextureMetadataSection	bsi
net/minecraft/client/gui/GuiSlot	bcm
net/minecraft/client/gui/GuiResourcePackSelected	bgl
net/minecraft/client/particle/EntityLavaFX	bkk
net/minecraft/client/renderer/entity/RenderMinecartMobSpawner	boj
net/minecraft/entity/item/EntityPainting$EnumArt	tc
net/minecraft/stats/IStatStringFormat	pd
net/minecraft/command/ServerCommand	le
net/minecraft/network/play/server/S14PacketEntity	hf
net/minecraft/nbt/NBTTagByte	dg
net/minecraft/world/gen/feature/WorldGenMinable	ase
net/minecraft/world/gen/structure/StructureVillagePieces$Village	awd
net/minecraft/client/gui/GuiCreateFlatWorld$Details	bda
net/minecraft/network/play/server/S12PacketEntityVelocity	hy
net/minecraft/nbt/NBTBase$NBTPrimitive	dz
net/minecraft/entity/boss/EntityDragon	xa
net/minecraft/entity/item/EntityPainting	tb
net/minecraft/world/gen/structure/StructureMineshaftPieces	asx
net/minecraft/tileentity/TileEntityCommandBlock$1	aoy
net/minecraft/block/BlockFence	akz
net/minecraft/block/material/MaterialPortal	aww
net/minecraft/client/gui/GuiScreenWorking	bdt
net/minecraft/client/model/ModelHorse	bhs
net/minecraft/entity/ai/EntityMinecartMobSpawner	xt
net/minecraft/entity/ai/EntityLookHelper	tu
net/minecraft/util/HttpUtil	pv
net/minecraft/server/dedicated/DedicatedServer$3	lw
net/minecraft/network/play/server/S1BPacketEntityAttach	hx
net/minecraft/crash/CrashReport$4	f
net/minecraft/world/gen/structure/StructureNetherBridgePieces$Entrance	atl
net/minecraft/tileentity/TileEntitySign	apm
net/minecraft/block/BlockHopper	aln
net/minecraft/item/ItemPotion	adp
net/minecraft/world/SpawnerAnimals	aho
net/minecraft/stats/ObjectiveStat	bai
net/minecraft/client/audio/SoundEventAccessorComposite	bto
net/minecraft/client/renderer/texture/AbstractTexture	bpp
net/minecraft/client/renderer/EntitySorter	blq
net/minecraft/entity/monster/EntityPigZombie	yh
net/minecraft/entity/ai/EntityAIBase	ui
net/minecraft/profiler/Profiler$Result	qj
net/minecraft/realms/RealmsServerStatusPinger	net/minecraft/realms/RealmsServerStatusPinger
net/minecraft/world/demo/DemoWorldServer	mk
net/minecraft/network/play/server/S20PacketEntityProperties	il
net/minecraft/network/NetworkManager$3	em
net/minecraft/command/server/CommandEmote	an
net/minecraft/world/chunk/storage/NibbleArrayReader	aqa
net/minecraft/block/BlockSilverfish	amb
net/minecraft/item/ItemSnowball	aed
net/minecraft/inventory/InventoryCrafting	aae
net/minecraft/world/biome/BiomeGenDesert	aic
net/minecraft/crash/CrashReport$3	e
net/minecraft/client/stream/BroadcastController$BroadcastState	buc
net/minecraft/client/renderer/texture/TextureAtlasSprite	bqd
net/minecraft/scoreboard/IScoreObjectiveCriteria	bah
net/minecraft/client/gui/GuiWinGame	beg
net/minecraft/client/model/ModelSnowMan	bif
net/minecraft/client/util/QuadComparator	bme
net/minecraft/util/MessageSerializer	fa
net/minecraft/command/server/CommandNetstat	bb
net/minecraft/item/crafting/RecipeBookCloning	aew
net/minecraft/inventory/SlotCrafting	aax
net/minecraft/world/biome/BiomeGenSwamp	aiv
net/minecraft/command/IAdminCommand	x
net/minecraft/client/resources/IResource	bqw
net/minecraft/client/gui/inventory/GuiBeacon	bez
net/minecraft/client/model/TextureOffset	biy
net/minecraft/client/renderer/culling/Frustrum	bmx
net/minecraft/network/login/server/S02PacketLoginSuccess	js
net/minecraft/network/Packet	ft
net/minecraft/command/server/CommandSummon	bu
net/minecraft/entity/player/EntityPlayer	yz
net/minecraft/world/gen/MapGenRavine	aqs
net/minecraft/block/BlockRailPowered	amt
net/minecraft/world/biome/BiomeGenStoneBeach	aiu
net/minecraft/world/gen/structure/StructureStrongholdPieces$PieceWeight	aur
net/minecraft/world/storage/SaveHandler	ayq
net/minecraft/client/LoadingScreenRenderer	bbo
net/minecraft/client/gui/inventory/GuiContainerCreative$CreativeSlot	bfn
net/minecraft/client/multiplayer/ServerAddress	bjm
net/minecraft/client/renderer/OpenGlHelper	buu
net/minecraft/entity/item/EntityExpBottle	zn
net/minecraft/entity/ai/EntityAINearestAttackableTarget	vo
net/minecraft/util/EntityDamageSource	rp
net/minecraft/server/network/NetHandlerStatusServer	nq
net/minecraft/network/login/INetHandlerLoginClient	jr
net/minecraft/world/gen/feature/WorldGeneratorBonusChest	arg
net/minecraft/block/BlockSand	anh
net/minecraft/item/ItemBook	abk
net/minecraft/item/crafting/RecipesCrafting	afj
net/minecraft/block/Block	aji
net/minecraft/world/gen/structure/MapGenStructure$1	avf
net/minecraft/world/storage/ISaveFormat	aze
net/minecraft/client/resources/SkinManager	brj
net/minecraft/client/gui/GuiPlayerInfo	bjl
net/minecraft/client/renderer/tileentity/RenderEnderCrystal	bnk
net/minecraft/village/VillageCollection	wc
net/minecraft/entity/Entity$SwitchEnumEntitySize	sd
net/minecraft/server/management/PreYggdrasilConverter$5	oe
net/minecraft/network/ServerStatusResponse$MinecraftProtocolVersionIdentifier	kf
net/minecraft/network/play/server/S24PacketBlockAction	gg
net/minecraft/command/CommandNotFoundException	ch
net/minecraft/world/gen/feature/WorldGenMegaJungle	arz
net/minecraft/client/gui/GuiButton	bcb
net/minecraft/client/gui/ServerListEntryLanScan	bga
net/minecraft/entity/EntityLiving	sw
net/minecraft/network/rcon/RConThreadQuery	ox
net/minecraft/init/Bootstrap$7	ky
net/minecraft/network/play/server/S26PacketMapChunkBulk	gz
net/minecraft/block/BlockDragonEgg	akp
net/minecraft/item/ItemFireworkCharge	acr
net/minecraft/tileentity/MobSpawnerBaseLogic	agq
net/minecraft/client/audio/SoundList$SoundEntry	bsq
net/minecraft/client/renderer/entity/RenderSilverfish	bor
net/minecraft/world/gen/structure/StructureVillagePieces$WoodHut	avx
net/minecraft/util/Vec3	azw
net/minecraft/client/gui/GuiConfirmOpenLink	bcu
net/minecraft/client/main/Main$1	bgt
net/minecraft/client/particle/EntityCloudFX	bks
net/minecraft/entity/passive/EntityWaterMob	wu
net/minecraft/entity/EntityLivingBase	sv
net/minecraft/world/gen/feature/WorldGenLiquids	asm
net/minecraft/block/BlockButtonWood	aon
net/minecraft/block/BlockDoublePlant	ako
net/minecraft/world/gen/NoiseGeneratorPerlin	awl
net/minecraft/client/gui/GuiSleepMP	bdi
net/minecraft/client/model/ModelChicken	bhh
net/minecraft/client/entity/AbstractClientPlayer	blg
net/minecraft/entity/item/EntityBoat	xi
net/minecraft/entity/ai/attributes/AttributeModifier	tj
net/minecraft/stats/StatBase$3	pk
net/minecraft/server/MinecraftServer$5	ll
net/minecraft/world/gen/structure/StructureMineshaftPieces$Room	ata
net/minecraft/tileentity/TileEntityDispenser	apb
net/minecraft/block/BlockFlower	alc
net/minecraft/init/Items	ade
net/minecraft/world/World$2	ahd
net/minecraft/client/network/LanServerDetector$LanServerList	btd
net/minecraft/client/renderer/entity/RenderWolf	bpe
net/minecraft/client/particle/EntityRainFX	blf
net/minecraft/network/play/server/S1FPacketSetExperience	ia
net/minecraft/nbt/JsonToNBT	eb
net/minecraft/command/ICommandSender	ac
net/minecraft/world/gen/structure/StructureNetherBridgePieces$PieceWeight	att
net/minecraft/world/chunk/IChunkProvider	apu
net/minecraft/block/BlockLever	alv
net/minecraft/item/ItemShears	adx
net/minecraft/world/biome/BiomeGenBase$TempCategory	ahw
net/minecraft/client/stream/MetadataAchievement	btw
net/minecraft/client/renderer/texture/Stitcher$Slot	bpx
net/minecraft/client/model/ModelSign	bhz
net/minecraft/client/renderer/ItemRenderer	bly
net/minecraft/entity/ai/EntityAIAttackOnCollide	uq
net/minecraft/world/gen/ChunkProviderServer	ms
net/minecraft/network/play/client/C16PacketClientStatus$EnumState	it
net/minecraft/network/NetworkStatistics	eu
net/minecraft/command/CommandServerKick	av
net/minecraft/item/ItemWritableBook	ael
net/minecraft/inventory/ContainerHorseInventory	aam
net/minecraft/world/biome/BiomeGenJungle	aik
net/minecraft/crash/CrashReportCategory$2	m
net/minecraft/client/stream/IngestServerTester$IngestTestListener	buk
net/minecraft/client/renderer/texture/TextureClock	bql
net/minecraft/world/gen/structure/StructureNetherBridgePieces$Piece	ats
net/minecraft/world/gen/layer/GenLayerHills	axr
net/minecraft/client/Minecraft$1	bap
net/minecraft/client/gui/achievement/GuiStats$StatsItem$1	beo
net/minecraft/client/model/ModelWither	bin
net/minecraft/client/renderer/tileentity/TileEntityChestRenderer	bmm
net/minecraft/network/play/client/C13PacketPlayerAbilities	jh
net/minecraft/event/ClickEvent$Action	fi
net/minecraft/command/server/CommandSaveOn	bj
net/minecraft/entity/monster/EntitySpider$GroupData	yo
net/minecraft/entity/ai/EntityAIVillagerMate	up
net/minecraft/world/chunk/storage/RegionFile	aqh
net/minecraft/block/BlockNewLog	ami
net/minecraft/world/biome/BiomeGenSnow	aij
net/minecraft/world/gen/structure/MapGenStronghold	aug
net/minecraft/pathfinding/PathEntity	ayf
net/minecraft/client/Minecraft$7	bbd
net/minecraft/client/gui/inventory/GuiBeacon$PowerButton	bfc
net/minecraft/client/network/NetHandlerPlayClient	bjb
net/minecraft/client/stream/IngestServerTester$SwitchStatType	buj
net/minecraft/entity/projectile/EntityArrow	zc
net/minecraft/entity/ai/EntityAIArrowAttack	vd
net/minecraft/client/renderer/IconFlipped	re
net/minecraft/network/NetworkSystem$3	nf
net/minecraft/network/play/client/C03PacketPlayer$C05PacketPlayerLook	jg
net/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs2	auz
net/minecraft/world/storage/WorldInfo$6	ayy
net/minecraft/client/network/NetHandlerLoginClient$1	bja
net/minecraft/realms/RealmsSharedConstants	net/minecraft/realms/RealmsSharedConstants
net/minecraft/inventory/ContainerRepair$1	zv
net/minecraft/entity/ai/EntitySenses	vw
net/minecraft/entity/EntityAgeable	rx
net/minecraft/server/management/IPBanEntry	ny
net/minecraft/network/status/server/S01PacketPong	jz
net/minecraft/world/gen/feature/WorldGenFlowers	aro
net/minecraft/block/BlockSponge	anp
net/minecraft/item/ItemMapBase	abs
net/minecraft/enchantment/EnchantmentDurability	afr
net/minecraft/block/BlockBrewingStand	ajq
net/minecraft/world/gen/structure/MapGenVillage	avn
net/minecraft/client/resources/LanguageManager	brr
net/minecraft/client/gui/GuiIngame	bbv
net/minecraft/client/gui/inventory/GuiInventory	bfu
net/minecraft/client/network/OldServerPinger$2$1	bjt
net/minecraft/client/renderer/entity/RenderFish	bns
net/minecraft/command/IEntitySelector$2	sl
net/minecraft/server/management/UserList	om
net/minecraft/init/Bootstrap$10	kn
net/minecraft/network/play/server/S30PacketWindowItems	go
net/minecraft/dispenser/IBehaviorDispenseItem	cp
net/minecraft/block/BlockWorkbench	ake
net/minecraft/item/ItemTool	acg
net/minecraft/enchantment/EnchantmentKnockback	agf
net/minecraft/client/resources/data/LanguageMetadataSectionSerializer	bsf
net/minecraft/world/gen/structure/StructureStart	avm
net/minecraft/client/gui/GuiOptionButton	bcj
net/minecraft/client/resources/ResourcePackListEntryFound	bgi
net/minecraft/client/particle/EntityHeartFX	bkh
net/minecraft/client/renderer/entity/RenderLightningBolt	bog
net/minecraft/client/util/JsonException	lb
net/minecraft/network/play/server/S29PacketSoundEffect	hc
net/minecraft/util/StatCollector	dd
net/minecraft/entity/passive/EntityHorse$1	wj
net/minecraft/world/gen/feature/WorldGenHugeTrees	asb
net/minecraft/block/BlockTorch	aoc
net/minecraft/world/gen/structure/StructureVillagePieces$Start	awa
net/minecraft/init/Bootstrap$9	la
net/minecraft/tileentity/TileEntityBrewingStand	aov
net/minecraft/block/ITileEntityProvider	akw
net/minecraft/item/ItemAppleGold	acy
net/minecraft/world/ColorizerFoliage	agx
net/minecraft/block/material/Material	awt
net/minecraft/server/integrated/IntegratedServer	bsx
net/minecraft/client/renderer/entity/RenderTNTPrimed	boy
net/minecraft/client/particle/EntitySuspendFX	bkz
net/minecraft/entity/item/EntityMinecartFurnace	xq
net/minecraft/entity/EntityBodyHelper	tr
net/minecraft/server/dedicated/DedicatedServer	lt
net/minecraft/network/play/server/S09PacketHeldItemChange	hu
net/minecraft/nbt/NBTUtil	dv
net/minecraft/world/gen/structure/StructureNetherBridgePieces$Straight	ati
net/minecraft/tileentity/TileEntityMobSpawner	apj
net/minecraft/block/BlockBreakable	alk
net/minecraft/item/ItemNameTag	adm
net/minecraft/world/IBlockAccess	ahl
net/minecraft/client/audio/SoundManager$2	btl
net/minecraft/client/shader/ShaderLoader$ShaderType	bpm
net/minecraft/client/gui/GuiIngameMenu	bdp
net/minecraft/client/model/ModelMagmaCube	bho
net/minecraft/entity/boss/BossStatus	bln
net/minecraft/entity/ai/EntityAISwimming	uf
net/minecraft/util/EnumTypeAdapterFactory$1	qg
net/minecraft/network/play/server/S33PacketUpdateSign	ii
net/minecraft/network/NetworkManager	ej
net/minecraft/command/CommandDebug	ak
net/minecraft/item/ItemSimpleFoiled	aea
net/minecraft/inventory/ContainerBrewingStand$Potion	aab
net/minecraft/crash/CrashReport	b
net/minecraft/client/renderer/texture/TextureMap$1	bqa
net/minecraft/world/gen/structure/StructureNetherBridgePieces$End	ath
net/minecraft/scoreboard/Team	bae
net/minecraft/client/gui/GuiScreenOptionsSounds$Button	bed
net/minecraft/client/model/ModelSkeleton	bic
net/minecraft/client/renderer/RenderGlobal$1	bmb
net/minecraft/entity/monster/EntityGhast	yd
net/minecraft/entity/ai/EntityAIFleeSun	ue
net/minecraft/inventory/SlotMerchantResult	aau
net/minecraft/util/Util	u
net/minecraft/client/Minecraft$SwitchMovingObjectType	bax
net/minecraft/client/gui/GuiControls	bew
net/minecraft/entity/player/PlayerCapabilities	yw
net/minecraft/entity/ai/EntityAILookAtVillager	ux
net/minecraft/network/PingResponseHandler	mz
net/minecraft/world/WorldProviderHell	aqp
net/minecraft/block/BlockPortal$Size	amq
net/minecraft/inventory/ContainerMerchant	aat
net/minecraft/world/biome/BiomeGenRiver	air
net/minecraft/world/gen/structure/StructureStrongholdPieces$Crossing	auo
net/minecraft/world/chunk/storage/AnvilSaveConverter	ayn
net/minecraft/client/settings/GameSettings$SwitchOptions	bbl
net/minecraft/client/stream/NullStream	bur
net/minecraft/client/resources/FolderResourcePack	bqs
net/minecraft/client/renderer/tileentity/RenderEndPortal	bmt
net/minecraft/entity/projectile/EntityThrowable	zk
net/minecraft/entity/ai/EntityAITradePlayer	vl
net/minecraft/util/CombatEntry	rm
net/minecraft/server/network/NetHandlerLoginServer	nn
net/minecraft/network/play/client/C08PacketPlayerBlockPlacement	jo
net/minecraft/util/ChatStyle$Serializer	fp
net/minecraft/command/CommandShowSeed	bq
net/minecraft/world/gen/feature/WorldGenBigTree	ard
net/minecraft/block/BlockReed	ane
net/minecraft/item/ItemBlock	abh
net/minecraft/item/crafting/IRecipe	afg
net/minecraft/block/BlockRailBase$Rail	ajf
net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold	avc
net/minecraft/client/resources/SimpleReloadableResourceManager	brg
net/minecraft/client/settings/GameSettings$1	bbk
net/minecraft/client/gui/inventory/GuiCrafting	bfj
net/minecraft/client/multiplayer/WorldClient$3	bji
net/minecraft/client/renderer/entity/RenderCow	bnh
net/minecraft/entity/Entity	sa
net/minecraft/server/management/PreYggdrasilConverter$2	ob
net/minecraft/network/ServerStatusResponse$PlayerCountData	kc
net/minecraft/network/play/server/S37PacketStatistics	gd
net/minecraft/command/NumberInvalidException	ce
net/minecraft/realms/Realms	net/minecraft/realms/Realms
net/minecraft/block/BlockClay	ajy
net/minecraft/enchantment/EnchantmentHelper$IModifier	afz
net/minecraft/client/resources/data/AnimationFrame	brz
net/minecraft/world/gen/structure/StructureStrongholdPieces$StairsStraight	avb
net/minecraft/world/storage/WorldInfo$8	aza
net/minecraft/init/Bootstrap$5	kv
net/minecraft/network/play/server/S00PacketKeepAlive	gw
net/minecraft/dispenser/IPosition	cx
net/minecraft/world/gen/feature/WorldGenIcePath	arv
net/minecraft/block/BlockStoneBrick	anw
net/minecraft/block/BlockChest	ajx
net/minecraft/world/gen/structure/StructureVillagePieces$PieceWeight	avu
net/minecraft/util/AxisAlignedBB	azt
net/minecraft/client/gui/GuiSlotRealmsProxy	bcr
net/minecraft/client/gui/stream/GuiStreamUnavailable$SwitchReason	bgq
net/minecraft/client/particle/EffectRenderer$2	bkp
net/minecraft/entity/monster/EntitySnowman	wr
net/minecraft/entity/EntityHanging	ss
net/minecraft/network/rcon/RConOutputStream	ot
net/minecraft/init/Bootstrap$4	ku
net/minecraft/world/gen/feature/WorldGenSand	asj
net/minecraft/block/BlockWeb	aok
net/minecraft/block/BlockDirt	akl
net/minecraft/item/ItemEnderEye	acn
net/minecraft/entity/IMerchant	agm
net/minecraft/client/audio/MovingSoundMinecart	bsm
net/minecraft/client/renderer/entity/RenderPainting	bon
net/minecraft/client/particle/EffectRenderer$1	bko
net/minecraft/util/WeightedRandomFishable	xf
net/minecraft/entity/passive/EntityTameable	tg
net/minecraft/stats/StatBase	ph
net/minecraft/server/MinecraftServer$2	li
net/minecraft/network/play/server/S36PacketSignEditorOpen	hj
net/minecraft/nbt/NBTTagDouble	dk
net/minecraft/item/Item	adb
net/minecraft/world/ColorizerGrass	aha
net/minecraft/client/network/LanServerDetector	bta
net/minecraft/client/renderer/entity/RenderWitch	bpb
net/minecraft/client/gui/GuiScreenServerList	bde
net/minecraft/client/model/ModelBlaze	bhd
net/minecraft/client/particle/EntityBlockDustFX	blc
net/minecraft/entity/ai/EntityAIBreakDoor	tz
net/minecraft/block/BlockLadder	als
net/minecraft/world/biome/BiomeGenBeach	aht
net/minecraft/client/audio/SoundRegistry	btt
net/minecraft/client/renderer/texture/SimpleTexture	bpu
net/minecraft/client/gui/GuiSelectWorld	bdx
net/minecraft/client/model/ModelQuadruped	bhw
net/minecraft/client/renderer/EntityRenderer$2	blv
net/minecraft/network/play/client/C14PacketTabComplete	iq
net/minecraft/network/EnumConnectionState$3	er
net/minecraft/command/CommandGameRule	as
net/minecraft/entity/monster/EntityBlaze	xx
net/minecraft/entity/ai/EntityAIBeg	ty
net/minecraft/inventory/ContainerFurnace	aaj
net/minecraft/crash/CrashReport$8	j
net/minecraft/world/gen/structure/StructureNetherBridgePieces$Corridor2	atp
net/minecraft/block/BlockPistonExtension	apq
net/minecraft/block/BlockJukebox$TileEntityJukebox	alr
net/minecraft/world/gen/layer/GenLayer$1	axo
net/minecraft/client/renderer/RenderHelper	bam
net/minecraft/client/gui/achievement/GuiStats$StatsBlock$1	bel
net/minecraft/client/model/ModelVillager	bik
net/minecraft/client/renderer/tileentity/TileEntityBeaconRenderer	bmj
net/minecraft/command/server/CommandPublishLocalServer	bg
net/minecraft/entity/monster/EntitySkeleton	yl
net/minecraft/entity/ai/EntityAILeapAtTarget	um
net/minecraft/util/StringUtils	qn
net/minecraft/entity/EntityTracker$1	mo
net/minecraft/block/BlockNetherWart	amf
net/minecraft/item/ItemSword	aeh
net/minecraft/inventory/ContainerEnchantment$2	aai
net/minecraft/world/biome/BiomeGenForest$1	aig
net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$JunglePyramid$Stones	aud
net/minecraft/world/gen/layer/GenLayerZoom	ayc
net/minecraft/client/Minecraft$4	bba
net/minecraft/client/stream/ChatController$ChatState	bug
net/minecraft/client/renderer/texture/ITextureObject	bqh
net/minecraft/client/shader/TesselatorVertexState	bmi
net/minecraft/entity/ai/EntityAIPlay	va
net/minecraft/inventory/IInventory	rb
net/minecraft/network/NetworkSystem	nc
net/minecraft/network/play/client/C03PacketPlayer	jd
net/minecraft/util/ChatComponentStyle	fe
net/minecraft/command/CommandPlaySound	bf
net/minecraft/world/gen/MapGenBase	aqx
net/minecraft/block/BlockRail	amy
net/minecraft/world/gen/feature/WorldGenWaterlily	aiz
net/minecraft/world/gen/structure/StructureStrongholdPieces$Stones	auw
net/minecraft/entity/ai/EntityAIOwnerHurtTarget	vt
net/minecraft/potion/PotionHealth	ru
net/minecraft/server/management/PlayerProfileCache$ProfileEntry	nv
